Pair ID,FRUS_ID,Cables_ID,FRUS Link,Cables Link,SUBJECT,OTHER,COSINE,VERIFIED MATCH,TF_IDF_SCORE,PAIR_IN_OLD_MATCHES,Notes,Initial
837,frus1969-76ve11p2d31,1975BUENOS08233,history-lab.org/documents/frus1969-76ve11p2d31,history-lab.org/documents/1975BUENOS08233,Yes,,Yes,Match,0.879824,Yes,,JD
838,frus1977-80v26d321,1977STATE024240,history-lab.org/documents/frus1977-80v26d321,history-lab.org/documents/1977STATE024240,Yes,,Yes,Match,0.879891,Yes,,JD
839,frus1969-76v31d117,1975STATE267048,history-lab.org/documents/frus1969-76v31d117,history-lab.org/documents/1975STATE267048,,,Yes,Match,0.880266,Yes,,JD
840,frus1969-76v28d228,1976STATE295246,history-lab.org/documents/frus1969-76v28d228,history-lab.org/documents/1976STATE295246,,,Yes,No Match,0.880354,No,,JD
841,frus1969-76ve11p1d340,1974STATE148927,history-lab.org/documents/frus1969-76ve11p1d340,history-lab.org/documents/1974STATE148927,Yes,,Yes,Match,0.880443,No,,JD
842,frus1969-76v28d228,1976SECTO31053,history-lab.org/documents/frus1969-76v28d228,history-lab.org/documents/1976SECTO31053,,,Yes,Partial Match,0.880472,No,,JD
843,frus1969-76ve11p1d431,1973KINGST01701,history-lab.org/documents/frus1969-76ve11p1d431,history-lab.org/documents/1973KINGST01701,,,Yes,Match,0.88049,No,,JD
844,frus1977-80v18d261,1979SANA01194,history-lab.org/documents/frus1977-80v18d261,history-lab.org/documents/1979SANA01194,Yes,,Yes,Match,0.880515,No,,JD
845,frus1977-80v08d69,1977STATE183903,history-lab.org/documents/frus1977-80v08d69,history-lab.org/documents/1977STATE183903,,,Yes,Match,0.880593,No,,JD
846,frus1977-80v06d35,1977MOSCOW09580,history-lab.org/documents/frus1977-80v06d35,history-lab.org/documents/1977MOSCOW09580,Yes,,Yes,Match,0.880629,Yes,,JD
847,frus1977-80v16d307,1977STATE218572,history-lab.org/documents/frus1977-80v16d307,history-lab.org/documents/1977STATE218572,Yes,,Yes,Match,0.880996,No,,JD
848,frus1969-76ve11p1d455,1975NASSAU01584,history-lab.org/documents/frus1969-76ve11p1d455,history-lab.org/documents/1975NASSAU01584,Yes,,Yes,Match,0.881172,No,,JD
849,frus1969-76ve11p1d369,1974STATE214581,history-lab.org/documents/frus1969-76ve11p1d369,history-lab.org/documents/1974STATE214581,Yes,,Yes,Match,0.881232,No,,JD
850,frus1977-80v26d402,1977STATE032669,history-lab.org/documents/frus1977-80v26d402,history-lab.org/documents/1977STATE032669,,,Yes,Match,0.881396,No,,JD
851,frus1977-80v18d236,1978STATE009517,history-lab.org/documents/frus1977-80v18d236,history-lab.org/documents/1978STATE009517,,,Yes,Partial Match,0.881405,No,,JD
852,frus1969-76ve11p1d376,1975STATE260083,history-lab.org/documents/frus1969-76ve11p1d376,history-lab.org/documents/1975STATE260083,,,Yes,Match,0.882181,No,,JD
853,frus1969-76v27d154,1975STATE305280,history-lab.org/documents/frus1969-76v27d154,history-lab.org/documents/1975STATE305280,Yes,,Yes,Match,0.882193,Yes,,JD
854,frus1969-76ve08d197,1975STATE097347,history-lab.org/documents/frus1969-76ve08d197,history-lab.org/documents/1975STATE097347,Yes,,Yes,Match,0.882393,Yes,,JD
855,frus1977-80v29d79,1977STATE192559,history-lab.org/documents/frus1977-80v29d79,history-lab.org/documents/1977STATE192559,,,Yes,No Match,0.882491,No,,JD
856,frus1969-76v31d229,1975STATE034500,history-lab.org/documents/frus1969-76v31d229,history-lab.org/documents/1975STATE034500,,,Yes,Match,0.882543,Yes,,JD
857,frus1969-76ve15p1d45,1973WARSAW01634,history-lab.org/documents/frus1969-76ve15p1d45,history-lab.org/documents/1973WARSAW01634,Yes,,Yes,Match,0.882553,Yes,,JD
858,frus1977-80v16d119,1979STATE080949,history-lab.org/documents/frus1977-80v16d119,history-lab.org/documents/1979STATE080949,,,Yes,Match,0.882562,No,,JD
859,frus1969-76ve08d263,1975KATHMA04416,history-lab.org/documents/frus1969-76ve08d263,history-lab.org/documents/1975KATHMA04416,Yes,,Yes,Match,0.88261,Yes,,JD
860,frus1969-76v27d154,1975TEHRAN12570,history-lab.org/documents/frus1969-76v27d154,history-lab.org/documents/1975TEHRAN12570,Yes,,Yes,Match,0.882833,Yes,,JD
861,frus1969-76ve06d104,1974STATE047999,history-lab.org/documents/frus1969-76ve06d104,history-lab.org/documents/1974STATE047999,Yes,,Yes,Match,0.883286,Yes,,JD
862,frus1969-76ve11p1d200,1975USUNN04060,history-lab.org/documents/frus1969-76ve11p1d200,history-lab.org/documents/1975USUNN04060,Yes,,Yes,Match,0.883459,No,,JD
863,frus1969-76v39d237,1974STATE157032,history-lab.org/documents/frus1969-76v39d237,history-lab.org/documents/1974STATE157032,,,Yes,Match,0.883537,Yes,,JD
864,frus1969-76ve11p2d72,1975LAPAZ01086,history-lab.org/documents/frus1969-76ve11p2d72,history-lab.org/documents/1975LAPAZ01086,Yes,,Yes,Match,0.883727,No,,JD
865,frus1969-76ve08d66,1974STATE019914,history-lab.org/documents/frus1969-76ve08d66,history-lab.org/documents/1974STATE019914,,,Yes,Partial Match,0.883751,No,,JD
866,frus1969-76v37d31,1975STATE007457,history-lab.org/documents/frus1969-76v37d31,history-lab.org/documents/1975STATE007457,,,Yes,Match,0.883947,Yes,,JD
867,frus1977-80v21d73,1979STATE292292,history-lab.org/documents/frus1977-80v21d73,history-lab.org/documents/1979STATE292292,,,Yes,Match,0.884121,No,,JD
868,frus1969-76v27d319,1976STATE274851,history-lab.org/documents/frus1969-76v27d319,history-lab.org/documents/1976STATE274851,,,Yes,Match,0.884277,Yes,,JD
869,frus1969-76ve11p1d379,1975STATE303482,history-lab.org/documents/frus1969-76ve11p1d379,history-lab.org/documents/1975STATE303482,,,Yes,Match,0.884456,No,,JD
870,frus1969-76v27d319,1976BAGHDA01653,history-lab.org/documents/frus1969-76v27d319,history-lab.org/documents/1976BAGHDA01653,Yes,,Yes,Match,0.884485,Yes,,JD
871,frus1969-76ve08d73,1974NEWDE05955,history-lab.org/documents/frus1969-76ve08d73,history-lab.org/documents/1974NEWDE05955,Yes,,Yes,Match,0.88465,Yes,,JD
872,frus1969-76ve11p1d228,1976STATE125446,history-lab.org/documents/frus1969-76ve11p1d228,history-lab.org/documents/1976STATE125446,Yes,,Yes,No Match,0.884771,No,,JD
873,frus1969-76ve11p1d431,1973STATE099360,history-lab.org/documents/frus1969-76ve11p1d431,history-lab.org/documents/1973STATE099360,,,Yes,Match,0.885116,No,DUPE,JD
874,frus1969-76ve08d73,1974STATE093093,history-lab.org/documents/frus1969-76ve08d73,history-lab.org/documents/1974STATE093093,,,Yes,Match,0.88536,Yes,,JD
875,frus1969-76ve08d257,1974STATE273340,history-lab.org/documents/frus1969-76ve08d257,history-lab.org/documents/1974STATE273340,Yes,,Yes,Match,0.885853,Yes,,JD
876,frus1969-76v39d238,1974GENEVA04724,history-lab.org/documents/frus1969-76v39d238,history-lab.org/documents/1974GENEVA04724,Yes,,Yes,Match,0.886043,Yes,,JD
877,frus1969-76ve11p2d135,1976STATE177779,history-lab.org/documents/frus1969-76ve11p2d135,history-lab.org/documents/1976STATE177779,,,Yes,Match,0.886204,No,,JD
878,frus1969-76ve06d290,1976STATE014140,history-lab.org/documents/frus1969-76ve06d290,history-lab.org/documents/1976STATE014140,Yes,,Yes,Match,0.886458,Yes,,JD
879,frus1969-76v31d228,1975STATE032200,history-lab.org/documents/frus1969-76v31d228,history-lab.org/documents/1975STATE032200,Yes,,Yes,Match,0.886929,Yes,,JD
880,frus1977-80v20d239,1977STATE184567,history-lab.org/documents/frus1977-80v20d239,history-lab.org/documents/1977STATE184567,,,Yes,No Match,0.887105,No,,JD
881,frus1969-76ve15p2d63,1974STATE208762,history-lab.org/documents/frus1969-76ve15p2d63,history-lab.org/documents/1974STATE208762,,,Yes,Partial Match,0.887254,No,,JD
882,frus1977-80v18d232,1977STATE238800,history-lab.org/documents/frus1977-80v18d232,history-lab.org/documents/1977STATE238800,,,Yes,Match,0.887348,No,,JD
883,frus1977-80v29d79,1977STATE189639,history-lab.org/documents/frus1977-80v29d79,history-lab.org/documents/1977STATE189639,,,Yes,No Match,0.887776,No,,JD
884,frus1977-80v16d308,1977STATE224002,history-lab.org/documents/frus1977-80v16d308,history-lab.org/documents/1977STATE224002,,,Yes,Match,0.887824,No,,JD
885,frus1977-80v16d308,1977PRETOR04813,history-lab.org/documents/frus1977-80v16d308,history-lab.org/documents/1977PRETOR04813,Yes,,Yes,Match,0.887837,No,,JD
886,frus1977-80v16d308,1977STATE221539,history-lab.org/documents/frus1977-80v16d308,history-lab.org/documents/1977STATE221539,Yes,,Yes,Match,0.887837,No,,JD
887,frus1977-80v16d308,1977STATE223979,history-lab.org/documents/frus1977-80v16d308,history-lab.org/documents/1977STATE223979,,,Yes,Match,0.887837,No,,JD
888,frus1977-80v06d167,1978SECTO15029,history-lab.org/documents/frus1977-80v06d167,history-lab.org/documents/1978SECTO15029,,,Yes,Match,0.88813,No,,JD
889,frus1969-76ve11p2d148,1973SANTIA05088,history-lab.org/documents/frus1969-76ve11p2d148,history-lab.org/documents/1973SANTIA05088,Yes,,Yes,Match,0.888158,No,,JD
890,frus1969-76ve09p1d97,1975STATE248532,history-lab.org/documents/frus1969-76ve09p1d97,history-lab.org/documents/1975STATE248532,Yes,,Yes,Match,0.88829,Yes,,JD
891,frus1977-80v01d69,1978BONN02083,history-lab.org/documents/frus1977-80v01d69,history-lab.org/documents/1978BONN02083,,,Yes,Match,0.888295,No,,JD
892,frus1969-76v31d117,1975STATE267049,history-lab.org/documents/frus1969-76v31d117,history-lab.org/documents/1975STATE267049,,,Yes,Match,0.888366,Yes,,JD
893,frus1969-76v27d47,1973TEHRAN08619,history-lab.org/documents/frus1969-76v27d47,history-lab.org/documents/1973TEHRAN08619,,,Yes,Match,0.888401,Yes,,JD
894,frus1977-80v20d119,1977SECTO10027,history-lab.org/documents/frus1977-80v20d119,history-lab.org/documents/1977SECTO10027,Yes,,Yes,Match,0.888412,Yes,,JD
895,frus1969-76ve06d179,1976STATE040294,history-lab.org/documents/frus1969-76ve06d179,history-lab.org/documents/1976STATE040294,,,Yes,Match,0.888416,Yes,,JD
896,frus1977-80v18d138,1979BAGHDA01528,history-lab.org/documents/frus1977-80v18d138,history-lab.org/documents/1979BAGHDA01528,,,Yes,Match,0.88871,No,,JD
897,frus1969-76ve08d247,1974NEWDE08298,history-lab.org/documents/frus1969-76ve08d247,history-lab.org/documents/1974NEWDE08298,Yes,,Yes,Match,0.888978,Yes,,JD
898,frus1969-76ve09p1d51,1976STATE100366,history-lab.org/documents/frus1969-76ve09p1d51,history-lab.org/documents/1976STATE100366,Yes,,Yes,Match,0.889025,No,,JD
899,frus1969-76ve11p1d255,1975STATE203504,history-lab.org/documents/frus1969-76ve11p1d255,history-lab.org/documents/1975STATE203504,Yes,,Yes,Match,0.889052,No,,JD
900,frus1969-76v31d308,1976STATE220661,history-lab.org/documents/frus1969-76v31d308,history-lab.org/documents/1976STATE220661,,,Yes,Match,0.889197,No,,JD
901,frus1969-76ve06d226,1974KHARTO02100,history-lab.org/documents/frus1969-76ve06d226,history-lab.org/documents/1974KHARTO02100,Yes,,Yes,Partial Match,0.889242,Yes,Prelim verification indicated a match. But FRUS doc contains the full telegram. Cables doc missing paragraphs 1 to 8.,BC
902,frus1977-80v13d278,1979STATE262984,history-lab.org/documents/frus1977-80v13d278,history-lab.org/documents/1979STATE262984,,,Yes,Match,0.889366,No,,BC
903,frus1977-80v26d445,1978STATE295257,history-lab.org/documents/frus1977-80v26d445,history-lab.org/documents/1978STATE295257,Yes,,Yes,Match,0.889465,Yes,,BC
904,frus1969-76ve06d119,1974STATE262137,history-lab.org/documents/frus1969-76ve06d119,history-lab.org/documents/1974STATE262137,,,Yes,Match,0.889688,No,,BC
905,frus1969-76ve08d59,1973STATE123406,history-lab.org/documents/frus1969-76ve08d59,history-lab.org/documents/1973STATE123406,,,Yes,Match,0.890001,Yes,,BC
906,frus1977-80v21d133,1979STATE116176,history-lab.org/documents/frus1977-80v21d133,history-lab.org/documents/1979STATE116176,,,Yes,Partial Match,0.890193,No,FRUS doc contains full telegram. Cable doc missing paragraphs 1-6. ,BC
907,frus1969-76ve11p1d155,1974TEGUCI03967,history-lab.org/documents/frus1969-76ve11p1d155,history-lab.org/documents/1974TEGUCI03967,,,Yes,Match,0.890302,No,,BC
908,frus1969-76v27d238,1973BAGHDA00596,history-lab.org/documents/frus1969-76v27d238,history-lab.org/documents/1973BAGHDA00596,,,Yes,Match,0.890343,Yes,,BC
909,frus1977-80v26d243,1979STATE321521_3,history-lab.org/documents/frus1977-80v26d243,history-lab.org/documents/1979STATE321521_3,Yes,,Yes,Partial Match,0.890343,No,Parts of FRUS doc redacted. Cables doc contains 12 lines classified text.,BC
910,frus1977-80v06d190,1979STATE107269,history-lab.org/documents/frus1977-80v06d190,history-lab.org/documents/1979STATE107269,Yes,,Yes,Match,0.890528,No,,BC
911,frus1977-80v16d93,1978STATE262362,history-lab.org/documents/frus1977-80v16d93,history-lab.org/documents/1978STATE262362,Yes,,Yes,Match,0.890544,No,,BC
912,frus1977-80v16d70,1977USUNN02545,history-lab.org/documents/frus1977-80v16d70,history-lab.org/documents/1977USUNN02545,,,Yes,Partial Match,0.890617,No,FRUS doc contains full text. Cables doc appears cut off at paragraph 5.,BC
913,frus1977-80v26d241,1979GENEVA19619,history-lab.org/documents/frus1977-80v26d241,history-lab.org/documents/1979GENEVA19619,Yes,,Yes,Match,0.890915,No,,BC
914,frus1977-80v16d93,1978SECTO12027,history-lab.org/documents/frus1977-80v16d93,history-lab.org/documents/1978SECTO12027,Yes,,Yes,Match,0.891054,No,Duplicate of earlier doc?,BC
915,frus1969-76v10d194,1975SAIGON03624,history-lab.org/documents/frus1969-76v10d194,history-lab.org/documents/1975SAIGON03624,Yes,,Yes,Match,0.891153,Yes,,BC
916,frus1969-76ve06d225,1974STATE169610,history-lab.org/documents/frus1969-76ve06d225,history-lab.org/documents/1974STATE169610,,,Yes,Match,0.891233,Yes,,BC
917,frus1977-80v03d55,1977TOKYO14287,history-lab.org/documents/frus1977-80v03d55,history-lab.org/documents/1977TOKYO14287,Yes,,Yes,Match,0.891392,No,,BC
918,frus1969-76ve14p2d205,1976MOSCOW12672,history-lab.org/documents/frus1969-76ve14p2d205,history-lab.org/documents/1976MOSCOW12672,Yes,,Yes,Match,0.891574,No,,BC
919,frus1969-76ve06d117,1974STATE236922,history-lab.org/documents/frus1969-76ve06d117,history-lab.org/documents/1974STATE236922,,,Yes,Partial Match,0.891718,No,Cables doc missing intro paragraph. FRUS doc contains full telegram. FRUS doc signed by Kissinger while Cables doc signed by Ingersoll.,BC
920,frus1977-80v16d59,1977CAPET00945,history-lab.org/documents/frus1977-80v16d59,history-lab.org/documents/1977CAPET00945,,,Yes,Match,0.891808,No,,BC
921,frus1977-80v21d133,1979ANKARA02911,history-lab.org/documents/frus1977-80v21d133,history-lab.org/documents/1979ANKARA02911,Yes,,Yes,Partial Match,0.891944,No,FRUS doc contains full telegram. Cable doc is missing paragraphs 1 to 5 and parts of 6.,BC
922,frus1969-76v27d220,1973BAGHDA00373,history-lab.org/documents/frus1969-76v27d220,history-lab.org/documents/1973BAGHDA00373,Yes,,Yes,Match,0.891997,Yes,,BC
923,frus1969-76v28d124,1975STATE198816,history-lab.org/documents/frus1969-76v28d124,history-lab.org/documents/1975STATE198816,,,Yes,Match,0.892066,Yes,,BC
924,frus1977-80v26d152,1977STATE066861,history-lab.org/documents/frus1977-80v26d152,history-lab.org/documents/1977STATE066861,Yes,,Yes,Match,0.892133,Yes,,BC
925,frus1977-80v16d152,1977STATE104933,history-lab.org/documents/frus1977-80v16d152,history-lab.org/documents/1977STATE104933,,,Yes,Match,0.892408,No,,BC
926,frus1977-80v16d152,1977STATE204933,history-lab.org/documents/frus1977-80v16d152,history-lab.org/documents/1977STATE204933,,,Yes,Match,0.892408,No,This appears to be a duplicate of earlier doc.,BC
927,frus1977-80v29d72,1977STATE178719,history-lab.org/documents/frus1977-80v29d72,history-lab.org/documents/1977STATE178719,,,Yes,Match,0.892456,No,"This doc is a letter. The main body text is identical, but the FRUS doc contains the greeting and is signed by Carter. The cable doc is missing the greeting and is signed by Vance.",BC
928,frus1969-76v27d14,1973STATE084463,history-lab.org/documents/frus1969-76v27d14,history-lab.org/documents/1973STATE084463,,,Yes,Partial Match,0.892481,No,"This is strange. The first two paragraphs appear to be from different docs, but the remaining paragraphs (3 - 11) are identical. FRUS doc appears to contain the complete telegram (paras 1 - 11) of Conversation with Shah. Cable doc's first 2 paragrpahs appear to come from a different source.",BC
929,frus1969-76ve08d76,1974STATE113772,history-lab.org/documents/frus1969-76ve08d76,history-lab.org/documents/1974STATE113772,,,Yes,Match,0.892564,Yes,,BC
930,frus1969-76v28d234,1976STATE306303,history-lab.org/documents/frus1969-76v28d234,history-lab.org/documents/1976STATE306303,Yes,,Yes,Partial Match,0.89262,Yes,FRUS doc contains full text. Cable doc appears to be missing large portions of Confidential text.,BC
931,frus1977-80v16d70,1977STATE188368,history-lab.org/documents/frus1977-80v16d70,history-lab.org/documents/1977STATE188368,,,Yes,Match,0.892667,No,,BC
932,frus1977-80v06d129,1978MOSCOW15415,history-lab.org/documents/frus1977-80v06d129,history-lab.org/documents/1978MOSCOW15415,Yes,,Yes,Match,0.89272,Yes,,BC
933,frus1969-76v37d192,1979STATE044863,history-lab.org/documents/frus1969-76v37d192,history-lab.org/documents/1979STATE044863,Yes,,Yes,Match,0.892729,No,,BC
934,frus1969-76ve11p2d53,1976STATE227379,history-lab.org/documents/frus1969-76ve11p2d53,history-lab.org/documents/1976STATE227379,Yes,,Yes,Match,0.893015,Yes,,BC
935,frus1969-76v27d215,1973BAGHDA00266,history-lab.org/documents/frus1969-76v27d215,history-lab.org/documents/1973BAGHDA00266,,,Yes,Match,0.893079,Yes,Cable doc missing first sentence of first paragraph.,BC
936,frus1969-76ve08d218,1976NEWDE00347,history-lab.org/documents/frus1969-76ve08d218,history-lab.org/documents/1976NEWDE00347,Yes,,Yes,Match,0.893241,Yes,,BC
937,frus1969-76ve11p1d309,1976STATE043033,history-lab.org/documents/frus1969-76ve11p1d309,history-lab.org/documents/1976STATE043033,,,Yes,Partial Match,0.893501,No,FRUS doc appears to contain the full text. Cable doc appears to be an earlier draft as some of the matching text is not exactly matching.,BC
938,frus1977-80v21d183,1978STATE264477,history-lab.org/documents/frus1977-80v21d183,history-lab.org/documents/1978STATE264477,,,Yes,Match,0.893543,No,,BC
939,frus1977-80v08d77,1977SECTO08099,history-lab.org/documents/frus1977-80v08d77,history-lab.org/documents/1977SECTO08099,,,Yes,No Match,0.893894,No,"These docs appear to be about the same topic, and the texts are similar but in many places the wording is different. FRUS doc appears to contain the full text of the telegram while Cable doc is missing many parts.",BC
940,frus1969-76v28d234,1977STATE006303,history-lab.org/documents/frus1969-76v28d234,history-lab.org/documents/1977STATE006303,,,Yes,Partial Match,0.893901,No,Appears to be a duplicate on Zimbwabwe development fund. FRUS doc appears to contain the full text. Cable doc is missing large portion of text.,BC
941,frus1977-80v08d67,1977SECTO08040,history-lab.org/documents/frus1977-80v08d67,history-lab.org/documents/1977SECTO08040,Yes,,Yes,Match,0.894025,Yes,,BC
942,frus1969-76ve11p2d77,1976LAPAZ00027,history-lab.org/documents/frus1969-76ve11p2d77,history-lab.org/documents/1976LAPAZ00027,Yes,,Yes,Match,0.894155,No,Cable doc contains a few typos.,BC
943,frus1969-76v28d124,1975LOUREN00899,history-lab.org/documents/frus1969-76v28d124,history-lab.org/documents/1975LOUREN00899,,,Yes,Match,0.89416,Yes,,BC
944,frus1969-76ve11p1d379,1975GEORGE02196,history-lab.org/documents/frus1969-76ve11p1d379,history-lab.org/documents/1975GEORGE02196,Yes,,Yes,Match,0.894641,No,,BC
945,frus1969-76ve11p1d379,1975STATE303469,history-lab.org/documents/frus1969-76ve11p1d379,history-lab.org/documents/1975STATE303469,,,Yes,Match,0.894641,No,Duplicate of 944,BC
946,frus1969-76ve11p1d131,1975SANJO01745,history-lab.org/documents/frus1969-76ve11p1d131,history-lab.org/documents/1975SANJO01745,Yes,,Yes,Match,0.894663,No,,BC
947,frus1977-80v26d84,1978GENEVA06458,history-lab.org/documents/frus1977-80v26d84,history-lab.org/documents/1978GENEVA06458,,,Yes,Match,0.894761,No,,BC
